2017-12-01,00:00:00,0,0.00,0.00,11.2,0
2017-12-01,01:00:00,0,0.00,0.00,11.2,0
2017-12-01,02:00:00,0,0.00,0.00,11.2,0
2017-12-01,03:00:00,0,0.00,0.00,11.2,0
2017-12-01,04:00:00,0,0.00,0.00,11.2,0
2017-12-01,05:00:00,0,0.00,0.00,11.2,0
2017-12-01,06:00:00,0,0.00,0.00,11.2,0
2017-12-01,07:00:00,0,0.00,0.00,11.2,0
2017-12-01,08:00:00,0,0.00,0.00,11.2,0
2017-12-01,09:00:00,0,0.00,0.00,11.2,0
2017-12-01,10:00:00,0,0.00,0.00,11.2,0
2017-12-01,11:00:00,0,0.00,0.00,11.2,0
2017-12-01,12:00:00,0,0.00,0.00,11.2,0
2017-12-01,13:00:00,792,7.17,28.49,11.2,802
2017-12-01,14:00:00,794,7.24,28.49,11.2,817
2017-12-01,15:00:00,793,7.24,28.49,11.2,826
2017-12-01,16:00:00,793,7.21,28.51,11.2,832
2017-12-01,17:00:00,793,7.19,28.50,11.2,837
2017-12-01,18:00:00,794,7.17,28.50,11.2,841
2017-12-01,19:00:00,794,7.16,28.50,11.2,845
2017-12-01,20:00:00,793,7.14,28.50,11.2,848
2017-12-01,21:00:00,793,7.13,28.50,11.2,851
2017-12-01,22:00:00,792,7.10,28.49,11.2,853
2017-12-01,23:00:00,792,7.09,28.50,11.2,855
2017-12-02,00:00:00,791,7.07,28.50,11.2,857
2017-12-02,01:00:00,791,7.06,28.48,11.2,859
2017-12-02,02:00:00,791,7.04,28.50,11.2,860
2017-12-02,03:00:00,791,7.03,28.49,11.2,861
2017-12-02,04:00:00,791,7.02,28.50,11.2,862
2017-12-02,05:00:00,790,7.01,28.49,11.2,863
2017-12-02,06:00:00,790,7.01,28.49,11.2,863
2017-12-02,07:00:00,790,7.00,28.50,11.2,863
2017-12-02,08:00:00,790,6.98,28.50,11.2,863
2017-12-02,09:00:00,790,6.98,28.49,11.2,863
2017-12-02,10:00:00,790,6.98,28.50,11.2,863
2017-12-02,11:00:00,790,6.98,28.49,11.2,864
2017-12-02,12:00:00,790,6.98,28.49,11.2,864
2017-12-02,13:00:00,790,6.98,28.50,11.2,865
2017-12-02,14:00:00,790,6.97,28.49,11.2,865
2017-12-02,15:00:00,790,6.97,28.48,11.2,865
2017-12-02,16:00:00,790,6.96,28.48,11.2,866
2017-12-02,17:00:00,790,6.95,28.48,11.2,866
2017-12-02,18:00:00,790,6.95,28.49,11.2,867
2017-12-02,19:00:00,790,6.95,28.48,11.2,867
2017-12-02,20:00:00,790,6.95,28.47,11.2,867
2017-12-02,21:00:00,790,6.95,28.48,11.2,867
2017-12-02,22:00:00,790,6.93,28.48,11.2,867
